Week,Product Name,Inventory Count,Product ID,Quantity,Location
2024-09-08 18:22:01.125821,Wireless Mouse,414,PID000,480,Frankfurt
2024-05-19 18:22:01.125821,Wireless Mouse,314,PID000,139,Leipzig
2024-08-04 18:22:01.125821,Wireless Mouse,311,PID000,169,Cologne
2024-09-01 18:22:01.125821,Wireless Mouse,225,PID000,159,Hamburg
2024-09-01 18:22:01.125821,Wireless Mouse,52,PID000,347,Berlin
2024-09-08 18:22:01.125821,Wireless Mouse,394,PID000,426,Düsseldorf
2024-07-14 18:22:01.125821,Wireless Mouse,447,PID000,313,Hamburg
2024-09-01 18:22:01.125821,Wireless Mouse,83,PID000,117,Hamburg
2024-06-02 18:22:01.125821,Wireless Mouse,130,PID000,172,Essen
2024-09-01 18:22:01.125821,Wireless Mouse,214,PID000,217,Munich
2024-08-04 18:22:01.125821,Wireless Mouse,215,PID000,441,Hamburg
2024-09-22 18:22:01.125821,Wireless Mouse,408,PID000,326,Munich
2024-06-30 18:22:01.125821,Wireless Mouse,283,PID000,394,Stuttgart
2024-09-22 18:22:01.125821,Wireless Mouse,357,PID000,458,Dortmund
2024-09-01 18:22:01.125821,Wireless Mouse,231,PID000,339,Munich
2024-06-23 18:22:01.125821,Wireless Mouse,428,PID000,484,Stuttgart
2024-06-30 18:22:01.125821,Wireless Mouse,315,PID000,258,Frankfurt
2024-07-21 18:22:01.125821,Wireless Mouse,123,PID000,173,Essen
2024-04-28 18:22:01.125821,Wireless Mouse,429,PID000,379,Stuttgart
2024-09-15 18:22:01.125821,Wireless Mouse,361,PID000,78,Cologne
2024-09-01 18:22:01.125821,Wireless Mouse,146,PID000,384,Frankfurt
2024-05-05 18:22:01.125821,Wireless Mouse,108,PID000,464,Frankfurt
2024-09-15 18:22:01.125821,Wireless Mouse,342,PID000,479,Cologne
2024-06-16 18:22:01.125821,Wireless Mouse,178,PID000,252,Hamburg
2024-08-18 18:22:01.125821,Wireless Mouse,364,PID000,462,Stuttgart
2024-09-29 18:22:01.125821,Wireless Mouse,82,PID000,497,Düsseldorf
2024-08-18 18:22:01.125821,Wireless Mouse,313,PID000,111,Essen
2024-09-22 18:22:01.125821,Wireless Mouse,487,PID000,218,Düsseldorf
2024-08-11 18:22:01.125821,Wireless Mouse,177,PID000,419,Stuttgart
2024-06-30 18:22:01.125821,Wireless Mouse,80,PID000,458,Frankfurt
2024-09-22 18:22:01.125821,Wireless Mouse,468,PID000,99,Dortmund
2024-10-13 18:22:01.125821,Wireless Mouse,388,PID000,489,Berlin
2024-06-23 18:22:01.125821,Wireless Mouse,198,PID000,65,Leipzig
2024-10-13 18:22:01.125821,Wireless Mouse,254,PID000,189,Frankfurt
2024-08-04 18:22:01.125821,Wireless Mouse,263,PID000,352,Cologne
2024-06-30 18:22:01.125821,Wireless Mouse,216,PID000,74,Berlin
2024-09-15 18:22:01.125821,Wireless Mouse,189,PID000,132,Munich
2024-08-25 18:22:01.125821,Wireless Mouse,375,PID000,266,Stuttgart
2024-09-15 18:22:01.125821,Wireless Mouse,168,PID000,393,Cologne
2024-09-22 18:22:01.125821,Wireless Mouse,157,PID000,148,Berlin
2024-08-18 18:22:01.125821,Wireless Mouse,323,PID000,55,Berlin
2024-09-15 18:22:01.125821,Wireless Mouse,357,PID000,384,Cologne
2024-05-05 18:22:01.125821,Wireless Mouse,108,PID000,81,Leipzig
2024-08-04 18:22:01.125821,Wireless Mouse,492,PID000,161,Cologne
2024-08-11 18:22:01.125821,Wireless Mouse,91,PID000,491,Dortmund
2024-10-13 18:22:01.125821,Wireless Mouse,402,PID000,345,Frankfurt
2024-07-14 18:22:01.125821,Wireless Mouse,99,PID000,433,Dortmund
2024-08-04 18:22:01.125821,Wireless Mouse,167,PID000,426,Essen
2024-06-02 18:22:01.125821,Wireless Mouse,350,PID000,280,Düsseldorf
2024-08-18 18:22:01.125821,Wireless Mouse,433,PID000,488,Berlin
2024-05-19 18:22:01.125821,Wireless Mouse,456,PID000,294,Berlin
2024-07-28 18:22:01.125821,Wireless Mouse,214,PID000,131,Cologne
2024-08-18 18:22:01.125821,Wireless Mouse,129,PID000,368,Berlin
2024-08-18 18:22:01.125821,Wireless Mouse,114,PID000,404,Stuttgart
2024-08-04 18:22:01.125821,Wireless Mouse,399,PID000,474,Cologne
2024-06-09 18:22:01.125821,Wireless Mouse,479,PID000,434,Stuttgart
2024-05-05 18:22:01.125821,Wireless Mouse,432,PID000,325,Leipzig
2024-07-21 18:22:01.125821,Wireless Mouse,484,PID000,152,Leipzig
2024-05-12 18:22:01.125821,Wireless Mouse,403,PID000,205,Frankfurt
2024-09-22 18:22:01.125821,Wireless Mouse,166,PID000,142,Frankfurt
2024-05-12 18:22:01.125821,Wireless Mouse,365,PID000,183,Dortmund
2024-09-01 18:22:01.125821,Wireless Mouse,54,PID000,459,Stuttgart
2024-07-07 18:22:01.125821,Wireless Mouse,228,PID000,245,Munich
2024-05-26 18:22:01.125821,Wireless Mouse,128,PID000,312,Düsseldorf
2024-08-04 18:22:01.125821,Wireless Mouse,408,PID000,70,Frankfurt
2024-06-30 18:22:01.125821,Wireless Mouse,355,PID000,60,Düsseldorf
2024-09-08 18:22:01.125821,Wireless Mouse,274,PID000,307,Essen
2024-07-07 18:22:01.125821,Wireless Mouse,440,PID000,89,Stuttgart
2024-07-28 18:22:01.125821,Bluetooth Headphones,290,PID001,427,Munich
2024-05-26 18:22:01.125821,Bluetooth Headphones,490,PID001,71,Leipzig
2024-10-06 18:22:01.125821,Bluetooth Headphones,223,PID001,255,Frankfurt
2024-05-05 18:22:01.125821,Bluetooth Headphones,486,PID001,215,Leipzig
2024-06-23 18:22:01.125821,Bluetooth Headphones,77,PID001,317,Berlin
2024-08-04 18:22:01.125821,Bluetooth Headphones,399,PID001,232,Munich
2024-05-05 18:22:01.125821,Bluetooth Headphones,439,PID001,331,Düsseldorf
2024-10-06 18:22:01.125821,Bluetooth Headphones,330,PID001,295,Frankfurt
2024-06-30 18:22:01.125821,Bluetooth Headphones,95,PID001,118,Essen
2024-06-30 18:22:01.125821,Bluetooth Headphones,62,PID001,283,Dortmund
2024-05-19 18:22:01.125821,Bluetooth Headphones,296,PID001,178,Berlin
2024-04-28 18:22:01.125821,Bluetooth Headphones,150,PID001,272,Hamburg
2024-05-19 18:22:01.125821,Bluetooth Headphones,143,PID001,294,Frankfurt
2024-06-02 18:22:01.125821,Bluetooth Headphones,380,PID001,407,Essen
2024-06-30 18:22:01.125821,Bluetooth Headphones,341,PID001,270,Berlin
2024-05-05 18:22:01.125821,Bluetooth Headphones,108,PID001,59,Essen
2024-07-14 18:22:01.125821,Bluetooth Headphones,71,PID001,177,Berlin
2024-06-02 18:22:01.125821,Bluetooth Headphones,190,PID001,259,Hamburg
2024-06-30 18:22:01.125821,Bluetooth Headphones,244,PID001,240,Berlin
2024-09-01 18:22:01.125821,Bluetooth Headphones,201,PID001,321,Dortmund
2024-10-06 18:22:01.125821,Bluetooth Headphones,433,PID001,359,Dortmund
2024-06-30 18:22:01.125821,Bluetooth Headphones,291,PID001,357,Stuttgart
2024-07-07 18:22:01.125821,Bluetooth Headphones,104,PID001,423,Hamburg
2024-06-16 18:22:01.125821,Bluetooth Headphones,487,PID001,473,Berlin
2024-05-19 18:22:01.125821,Bluetooth Headphones,276,PID001,130,Essen
2024-08-18 18:22:01.125821,Bluetooth Headphones,118,PID001,285,Leipzig
2024-06-16 18:22:01.125821,Bluetooth Headphones,313,PID001,330,Dortmund
2024-05-05 18:22:01.125821,Bluetooth Headphones,148,PID001,300,Berlin
2024-04-28 18:22:01.125821,Bluetooth Headphones,221,PID001,216,Leipzig
2024-09-08 18:22:01.125821,Bluetooth Headphones,335,PID001,221,Frankfurt
2024-07-14 18:22:01.125821,Bluetooth Headphones,372,PID001,67,Berlin
2024-07-28 18:22:01.125821,Bluetooth Headphones,291,PID001,350,Berlin
2024-09-01 18:22:01.125821,Bluetooth Headphones,252,PID001,487,Frankfurt
2024-07-14 18:22:01.125821,Bluetooth Headphones,352,PID001,70,Leipzig
2024-06-09 18:22:01.125821,Bluetooth Headphones,418,PID001,59,Munich
2024-09-15 18:22:01.125821,Bluetooth Headphones,64,PID001,465,Frankfurt
2024-05-12 18:22:01.125821,Bluetooth Headphones,256,PID001,185,Hamburg
2024-06-30 18:22:01.125821,Bluetooth Headphones,291,PID001,140,Düsseldorf
2024-09-15 18:22:01.125821,Bluetooth Headphones,470,PID001,105,Leipzig
2024-05-26 18:22:01.125821,Bluetooth Headphones,474,PID001,392,Cologne
2024-08-18 18:22:01.125821,Bluetooth Headphones,158,PID001,310,Essen
2024-08-11 18:22:01.125821,Bluetooth Headphones,304,PID001,68,Leipzig
2024-06-09 18:22:01.125821,Bluetooth Headphones,197,PID001,389,Leipzig
2024-05-05 18:22:01.125821,Bluetooth Headphones,366,PID001,95,Cologne
2024-04-21 18:22:01.125821,Bluetooth Headphones,149,PID001,188,Hamburg
2024-08-25 18:22:01.125821,Bluetooth Headphones,101,PID001,145,Frankfurt
2024-08-04 18:22:01.125821,Bluetooth Headphones,427,PID001,184,Stuttgart
2024-08-18 18:22:01.125821,Bluetooth Headphones,372,PID001,165,Cologne
2024-09-22 18:22:01.125821,Bluetooth Headphones,315,PID001,411,Munich
2024-06-30 18:22:01.125821,Bluetooth Headphones,376,PID001,312,Munich
2024-09-15 18:22:01.125821,Bluetooth Headphones,483,PID001,279,Leipzig
2024-07-21 18:22:01.125821,Bluetooth Headphones,313,PID001,413,Essen
2024-09-15 18:22:01.125821,Bluetooth Headphones,123,PID001,407,Stuttgart
2024-08-04 18:22:01.125821,Bluetooth Headphones,267,PID001,481,Dortmund
2024-08-25 18:22:01.125821,Bluetooth Headphones,494,PID001,267,Frankfurt
2024-06-09 18:22:01.125821,Bluetooth Headphones,310,PID001,452,Dortmund
2024-08-18 18:22:01.125821,Bluetooth Headphones,261,PID001,321,Munich
2024-06-23 18:22:01.125821,Bluetooth Headphones,269,PID001,291,Berlin
2024-09-08 18:22:01.125821,Bluetooth Headphones,319,PID001,270,Cologne
2024-09-22 18:22:01.125821,Bluetooth Headphones,274,PID001,289,Stuttgart
2024-08-04 18:22:01.125821,Bluetooth Headphones,172,PID001,311,Dortmund
2024-08-25 18:22:01.125821,Bluetooth Headphones,103,PID001,185,Cologne
2024-05-26 18:22:01.125821,Bluetooth Headphones,254,PID001,446,Stuttgart
2024-06-30 18:22:01.125821,Bluetooth Headphones,471,PID001,237,Düsseldorf
2024-05-26 18:22:01.125821,Bluetooth Headphones,358,PID001,226,Munich
2024-08-11 18:22:01.125821,Bluetooth Headphones,110,PID001,325,Frankfurt
2024-06-09 18:22:01.125821,Bluetooth Headphones,262,PID001,153,Düsseldorf
2024-09-01 18:22:01.125821,Bluetooth Headphones,340,PID001,466,Leipzig
2024-06-09 18:22:01.125821,Bluetooth Headphones,132,PID001,359,Düsseldorf
2024-08-18 18:22:01.125821,Bluetooth Headphones,433,PID001,118,Berlin
2024-04-21 18:22:01.125821,Bluetooth Headphones,160,PID001,228,Hamburg
2024-09-22 18:22:01.125821,Bluetooth Headphones,182,PID001,92,Essen
2024-08-11 18:22:01.125821,Bluetooth Headphones,106,PID001,367,Cologne
2024-10-13 18:22:01.125821,Bluetooth Headphones,275,PID001,359,Cologne
2024-07-28 18:22:01.125821,Bluetooth Headphones,276,PID001,230,Stuttgart
2024-08-18 18:22:01.125821,Bluetooth Headphones,185,PID001,180,Hamburg
2024-07-07 18:22:01.125821,Bluetooth Headphones,242,PID001,284,Stuttgart
2024-08-18 18:22:01.125821,Bluetooth Headphones,51,PID001,329,Essen
2024-05-26 18:22:01.125821,Bluetooth Headphones,205,PID001,151,Frankfurt
2024-07-07 18:22:01.125821,Bluetooth Headphones,364,PID001,190,Stuttgart
2024-08-04 18:22:01.125821,Bluetooth Headphones,486,PID001,158,Cologne
2024-06-23 18:22:01.125821,Bluetooth Headphones,330,PID001,338,Düsseldorf
2024-06-16 18:22:01.125821,Bluetooth Headphones,414,PID001,155,Leipzig
2024-10-13 18:22:01.125821,Bluetooth Headphones,292,PID001,402,Leipzig
2024-05-12 18:22:01.125821,Bluetooth Headphones,224,PID001,71,Düsseldorf
2024-05-05 18:22:01.125821,Bluetooth Headphones,95,PID001,205,Stuttgart
2024-04-28 18:22:01.125821,Bluetooth Headphones,488,PID001,396,Düsseldorf
2024-06-16 18:22:01.125821,Bluetooth Headphones,257,PID001,367,Frankfurt
2024-10-06 18:22:01.125821,Bluetooth Headphones,175,PID001,309,Dortmund
2024-09-15 18:22:01.125821,Bluetooth Headphones,58,PID001,295,Leipzig
2024-08-18 18:22:01.125821,Bluetooth Headphones,171,PID001,168,Hamburg
2024-06-09 18:22:01.125821,Bluetooth Headphones,134,PID001,348,Dortmund
2024-06-02 18:22:01.125821,Bluetooth Headphones,278,PID001,359,Munich
2024-07-28 18:22:01.125821,Bluetooth Headphones,204,PID001,403,Berlin
2024-08-11 18:22:01.125821,Bluetooth Headphones,129,PID001,456,Frankfurt
2024-06-09 18:22:01.125821,Bluetooth Headphones,435,PID001,94,Hamburg
2024-08-11 18:22:01.125821,Bluetooth Headphones,207,PID001,454,Stuttgart
2024-07-14 18:22:01.125821,Bluetooth Headphones,403,PID001,441,Düsseldorf
2024-04-28 18:22:01.125821,Bluetooth Headphones,207,PID001,334,Cologne
2024-07-28 18:22:01.125821,Bluetooth Headphones,144,PID001,252,Berlin
2024-08-18 18:22:01.125821,Portable Charger,419,PID002,252,Stuttgart
2024-05-26 18:22:01.125821,Portable Charger,455,PID002,131,Hamburg
2024-05-26 18:22:01.125821,Portable Charger,138,PID002,62,Berlin
2024-06-23 18:22:01.125821,Portable Charger,449,PID002,464,Stuttgart
2024-09-22 18:22:01.125821,Portable Charger,410,PID002,96,Leipzig
2024-07-21 18:22:01.125821,Portable Charger,137,PID002,292,Frankfurt
2024-08-04 18:22:01.125821,Portable Charger,92,PID002,256,Munich
2024-09-22 18:22:01.125821,Portable Charger,282,PID002,344,Hamburg
2024-04-21 18:22:01.125821,Portable Charger,410,PID002,371,Hamburg
2024-08-04 18:22:01.125821,Portable Charger,415,PID002,495,Dortmund
2024-06-30 18:22:01.125821,Portable Charger,327,PID002,424,Düsseldorf
2024-07-07 18:22:01.125821,Portable Charger,427,PID002,344,Frankfurt
2024-09-01 18:22:01.125821,Portable Charger,385,PID002,81,Leipzig
2024-06-23 18:22:01.125821,Portable Charger,74,PID002,397,Frankfurt
2024-08-18 18:22:01.125821,Portable Charger,356,PID002,493,Dortmund
2024-09-08 18:22:01.125821,Portable Charger,320,PID002,200,Dortmund
2024-05-19 18:22:01.125821,Portable Charger,337,PID002,194,Berlin
2024-06-02 18:22:01.125821,Portable Charger,407,PID002,166,Essen
2024-05-19 18:22:01.125821,Portable Charger,471,PID002,295,Dortmund
2024-07-21 18:22:01.125821,Portable Charger,130,PID002,347,Berlin
2024-05-26 18:22:01.125821,Portable Charger,132,PID002,256,Munich
2024-08-18 18:22:01.125821,Portable Charger,259,PID002,419,Essen
2024-04-28 18:22:01.125821,Portable Charger,156,PID002,403,Cologne
2024-08-25 18:22:01.125821,Portable Charger,66,PID002,85,Düsseldorf
2024-09-15 18:22:01.125821,Portable Charger,351,PID002,170,Dortmund
2024-07-14 18:22:01.125821,Portable Charger,199,PID002,210,Stuttgart
2024-08-04 18:22:01.125821,Portable Charger,332,PID002,375,Cologne
2024-07-28 18:22:01.125821,Portable Charger,420,PID002,471,Essen
2024-07-07 18:22:01.125821,Portable Charger,268,PID002,195,Frankfurt
2024-05-19 18:22:01.125821,Portable Charger,88,PID002,176,Frankfurt
2024-07-21 18:22:01.125821,Portable Charger,123,PID002,231,Cologne
2024-06-02 18:22:01.125821,Portable Charger,341,PID002,133,Dortmund
2024-07-14 18:22:01.125821,Portable Charger,183,PID002,363,Munich
2024-10-06 18:22:01.125821,Portable Charger,334,PID002,431,Frankfurt
2024-08-25 18:22:01.125821,Portable Charger,496,PID002,58,Hamburg
2024-10-13 18:22:01.125821,Portable Charger,277,PID002,191,Cologne
2024-07-14 18:22:01.125821,Portable Charger,65,PID002,359,Cologne
2024-08-04 18:22:01.125821,Portable Charger,341,PID002,58,Cologne
2024-07-07 18:22:01.125821,Portable Charger,203,PID002,404,Munich
2024-08-25 18:22:01.125821,Portable Charger,146,PID002,223,Munich
2024-05-12 18:22:01.125821,Portable Charger,140,PID002,451,Hamburg
2024-09-01 18:22:01.125821,Portable Charger,428,PID002,452,Dortmund
2024-05-19 18:22:01.125821,Portable Charger,477,PID002,115,Cologne
2024-07-28 18:22:01.125821,Portable Charger,311,PID002,312,Cologne
2024-04-21 18:22:01.125821,Portable Charger,178,PID002,268,Frankfurt
2024-07-28 18:22:01.125821,Portable Charger,310,PID002,426,Stuttgart
2024-09-15 18:22:01.125821,Portable Charger,301,PID002,317,Stuttgart
2024-09-08 18:22:01.125821,Portable Charger,100,PID002,300,Stuttgart
2024-08-04 18:22:01.125821,Portable Charger,153,PID002,219,Leipzig
2024-07-28 18:22:01.125821,Portable Charger,233,PID002,302,Düsseldorf
2024-05-26 18:22:01.125821,Portable Charger,446,PID002,254,Düsseldorf
2024-08-11 18:22:01.125821,Portable Charger,491,PID002,442,Hamburg
2024-05-12 18:22:01.125821,Portable Charger,335,PID002,143,Dortmund
2024-04-28 18:22:01.125821,Portable Charger,354,PID002,303,Munich
2024-10-13 18:22:01.125821,Portable Charger,215,PID002,140,Düsseldorf
2024-08-25 18:22:01.125821,Portable Charger,251,PID002,368,Munich
2024-05-19 18:22:01.125821,Portable Charger,162,PID002,325,Berlin
2024-05-12 18:22:01.125821,Portable Charger,290,PID002,313,Dortmund
2024-05-26 18:22:01.125821,Portable Charger,494,PID002,238,Berlin
2024-06-16 18:22:01.125821,Portable Charger,251,PID002,259,Munich
2024-08-18 18:22:01.125821,Portable Charger,412,PID002,129,Essen
2024-06-02 18:22:01.125821,Portable Charger,161,PID002,376,Stuttgart
2024-09-29 18:22:01.125821,Portable Charger,414,PID002,403,Cologne
2024-09-08 18:22:01.125821,Portable Charger,153,PID002,340,Leipzig
2024-05-12 18:22:01.125821,Portable Charger,285,PID002,90,Cologne
2024-05-26 18:22:01.125821,Portable Charger,222,PID002,307,Frankfurt
2024-07-07 18:22:01.125821,Portable Charger,91,PID002,128,Frankfurt
2024-07-07 18:22:01.125821,Portable Charger,429,PID002,202,Düsseldorf
2024-05-19 18:22:01.125821,Portable Charger,129,PID002,149,Stuttgart
2024-04-21 18:22:01.125821,Portable Charger,194,PID002,113,Leipzig
2024-09-22 18:22:01.125821,Portable Charger,211,PID002,79,Dortmund
2024-07-21 18:22:01.125821,Portable Charger,93,PID002,287,Essen
2024-06-09 18:22:01.125821,Portable Charger,131,PID002,370,Dortmund
2024-05-26 18:22:01.125821,Portable Charger,219,PID002,121,Leipzig
2024-06-02 18:22:01.125821,Portable Charger,85,PID002,492,Berlin
2024-08-18 18:22:01.125821,Portable Charger,259,PID002,353,Stuttgart
2024-08-04 18:22:01.125821,Portable Charger,104,PID002,116,Dortmund
2024-06-30 18:22:01.125821,Portable Charger,395,PID002,92,Dortmund
2024-06-16 18:22:01.125821,Portable Charger,223,PID002,134,Munich
2024-07-21 18:22:01.125821,Portable Charger,193,PID002,400,Cologne
2024-08-04 18:22:01.125821,Portable Charger,172,PID002,309,Hamburg
2024-09-08 18:22:01.125821,Portable Charger,413,PID002,129,Hamburg
2024-05-19 18:22:01.125821,Portable Charger,341,PID002,133,Munich
2024-05-05 18:22:01.125821,Portable Charger,158,PID002,127,Cologne
2024-10-06 18:22:01.125821,Portable Charger,435,PID002,467,Essen
2024-09-22 18:22:01.125821,Portable Charger,277,PID002,282,Hamburg
2024-09-29 18:22:01.125821,Portable Charger,142,PID002,78,Essen
2024-06-23 18:22:01.125821,Portable Charger,292,PID002,495,Düsseldorf
2024-05-05 18:22:01.125821,Portable Charger,192,PID002,200,Munich
2024-10-06 18:22:01.125821,Portable Charger,69,PID002,179,Frankfurt
2024-05-26 18:22:01.125821,Portable Charger,149,PID002,482,Essen
2024-05-12 18:22:01.125821,Portable Charger,467,PID002,288,Dortmund
2024-07-14 18:22:01.125821,Portable Charger,204,PID002,468,Essen
2024-07-28 18:22:01.125821,Portable Charger,321,PID002,243,Cologne
2024-06-16 18:22:01.125821,Portable Charger,151,PID002,388,Essen
2024-08-04 18:22:01.125821,Portable Charger,469,PID002,97,Munich
2024-09-15 18:22:01.125821,Portable Charger,463,PID002,151,Berlin
2024-09-22 18:22:01.125821,Portable Charger,236,PID002,68,Stuttgart
2024-07-21 18:22:01.125821,Portable Charger,280,PID002,212,Berlin
2024-05-12 18:22:01.125821,Portable Charger,139,PID002,423,Düsseldorf
2024-08-04 18:22:01.125821,Smartwatch,267,PID003,357,Frankfurt
2024-05-12 18:22:01.125821,Smartwatch,108,PID003,87,Dortmund
2024-07-21 18:22:01.125821,Smartwatch,454,PID003,375,Cologne
2024-10-13 18:22:01.125821,Smartwatch,238,PID003,355,Hamburg
2024-07-14 18:22:01.125821,Smartwatch,329,PID003,246,Hamburg
2024-05-12 18:22:01.125821,Smartwatch,393,PID003,482,Stuttgart
2024-04-28 18:22:01.125821,Smartwatch,187,PID003,93,Essen
2024-08-04 18:22:01.125821,Smartwatch,178,PID003,307,Hamburg
2024-08-04 18:22:01.125821,Smartwatch,473,PID003,316,Frankfurt
2024-10-06 18:22:01.125821,Smartwatch,481,PID003,325,Stuttgart
2024-08-25 18:22:01.125821,Smartwatch,52,PID003,122,Stuttgart
2024-06-23 18:22:01.125821,Smartwatch,427,PID003,332,Munich
2024-05-05 18:22:01.125821,Smartwatch,338,PID003,355,Frankfurt
2024-07-14 18:22:01.125821,Smartwatch,135,PID003,413,Düsseldorf
2024-05-05 18:22:01.125821,Smartwatch,238,PID003,404,Munich
2024-06-16 18:22:01.125821,Smartwatch,134,PID003,245,Cologne
2024-10-13 18:22:01.125821,Smartwatch,274,PID003,444,Düsseldorf
2024-10-13 18:22:01.125821,Smartwatch,206,PID003,425,Cologne
2024-05-12 18:22:01.125821,Smartwatch,306,PID003,436,Frankfurt
2024-09-15 18:22:01.125821,Smartwatch,288,PID003,68,Düsseldorf
2024-09-01 18:22:01.125821,Smartwatch,252,PID003,337,Hamburg
2024-05-12 18:22:01.125821,Smartwatch,160,PID003,85,Düsseldorf
2024-04-28 18:22:01.125821,Smartwatch,459,PID003,98,Essen
2024-07-14 18:22:01.125821,Smartwatch,110,PID003,351,Munich
2024-06-30 18:22:01.125821,Smartwatch,235,PID003,408,Hamburg
2024-08-11 18:22:01.125821,Smartwatch,456,PID003,55,Hamburg
2024-07-21 18:22:01.125821,Smartwatch,271,PID003,119,Leipzig
2024-06-30 18:22:01.125821,Smartwatch,365,PID003,365,Essen
2024-10-06 18:22:01.125821,Smartwatch,100,PID003,291,Leipzig
2024-08-04 18:22:01.125821,Smartwatch,117,PID003,344,Düsseldorf
2024-09-29 18:22:01.125821,Smartwatch,338,PID003,378,Munich
2024-05-19 18:22:01.125821,Smartwatch,165,PID003,482,Frankfurt
2024-04-28 18:22:01.125821,Smartwatch,341,PID003,248,Berlin
2024-06-23 18:22:01.125821,Smartwatch,55,PID003,256,Essen
2024-07-07 18:22:01.125821,Smartwatch,147,PID003,436,Essen
2024-05-26 18:22:01.125821,Smartwatch,334,PID003,327,Stuttgart
2024-06-23 18:22:01.125821,Smartwatch,151,PID003,243,Stuttgart
2024-07-07 18:22:01.125821,Smartwatch,367,PID003,197,Dortmund
2024-07-21 18:22:01.125821,Smartwatch,144,PID003,140,Hamburg
2024-10-13 18:22:01.125821,Smartwatch,499,PID003,201,Munich
2024-08-25 18:22:01.125821,Smartwatch,304,PID003,415,Düsseldorf
2024-09-29 18:22:01.125821,Smartwatch,439,PID003,425,Düsseldorf
2024-08-18 18:22:01.125821,Smartwatch,216,PID003,377,Dortmund
2024-06-30 18:22:01.125821,Smartwatch,313,PID003,75,Leipzig
2024-09-29 18:22:01.125821,Smartwatch,285,PID003,203,Munich
2024-09-22 18:22:01.125821,Smartwatch,237,PID003,442,Munich
2024-06-16 18:22:01.125821,Smartwatch,299,PID003,363,Dortmund
2024-09-22 18:22:01.125821,Smartwatch,274,PID003,254,Stuttgart
2024-04-28 18:22:01.125821,Smartwatch,283,PID003,395,Leipzig
2024-08-11 18:22:01.125821,Smartwatch,208,PID003,273,Stuttgart
2024-10-06 18:22:01.125821,Smartwatch,409,PID003,312,Frankfurt
2024-07-14 18:22:01.125821,Smartwatch,236,PID003,294,Frankfurt
2024-09-15 18:22:01.125821,Smartwatch,387,PID003,148,Leipzig
2024-08-18 18:22:01.125821,Smartwatch,94,PID003,473,Essen
2024-04-28 18:22:01.125821,Smartwatch,362,PID003,253,Berlin
2024-05-26 18:22:01.125821,Smartwatch,480,PID003,461,Düsseldorf
2024-06-02 18:22:01.125821,Smartwatch,281,PID003,222,Essen
2024-09-08 18:22:01.125821,Smartwatch,435,PID003,418,Cologne
2024-08-18 18:22:01.125821,Smartwatch,121,PID003,105,Essen
2024-05-19 18:22:01.125821,Smartwatch,455,PID003,165,Berlin
2024-06-16 18:22:01.125821,Smartwatch,91,PID003,203,Stuttgart
2024-06-23 18:22:01.125821,Smartwatch,454,PID003,341,Munich
